name,date,star,comment,comment_prep,sentiment
Julius Kaisar,7 November 2024,1,"Hanya sedikit saran untuk perubahan dan semoga didengar. Revamp atau perbaruan masalah bug, Hero dan lain2 nya mohon jgn terlalu sering. Karna mengingat tingkat masalah ke sesuaian handphone player yg bermain tidak sama rata, jadi tolong di sesuaikan saja dgn optimal yg lebih signifikan. Untuk kendala lainnya magic chess nya kapan Hero lainnya bakalan di masukkan, masa udah hampir 3 season tak ada perubahan magic chess.",saran perubahan semoga didengar revamp perbaruan bug hero lain2 nya mohon jgn karna tingkat sesuaian handphone player yg bermain tolong sesuaikan dgn optimal yg signifikan kendala magic chess nya hero masukkan udah 3 season perubahan magic chess,netral
BALITA Costem,16 Desember 2024,1,"Gamenya jelek, kadang pas mulai match lama banget sekalinya udh main malah dikasi dark sistem, tolong lah monton kami player solo cpe bngt niatnya main nambah satu bintang malah turun jdnya, dan ada banyak bug kek bug jaringan, saya main sampe 15x lose strike gegara dapet dark sistem, klo trus"" kek gini bisa jenuh juga, tolong diperbaiki dan kasih tim yang ngotak dikit, dah buta map, ga ngerti rotasi, egois, banyak lah, ni keluh kesah kamu monton mohon ditindak lanjuti.",gamenya jelek kadang pas match banget sekalinya udh main dikasi dark sistem tolong monton player solo cpe bngt niatnya main nambah bintang turun jdnya bug kek bug jaringan main sampe 15x lose strike gegara dapet dark sistem klo trus kek gini jenuh tolong diperbaiki kasih tim ngotak dikit dah buta map ga ngerti rotasi egois ni keluh kesah monton mohon ditindak lanjuti,negatif
Zulfikar Arian P,5 Desember 2024,1,"Moonton, izinkan saya bertanya....Kapan solo player bisa merasakan mytickal Glory? Banyak yang ngeluh masalah match matching, termasuk saya pun merasakan hal yang sama, banyak skin mahal yang di keluarin secara gratis agar pemainnya betah tapi gimana mau Betah kalo sistem match matching nya tidak adil.disatukan dengan tim yang egois,ga bisa main dan troll, sedangkan musuh bermain dengan baik dan objektif. Katanya game yang adil,tapi masih ada aja dark sistem!!!",moonton izinkan .... solo player merasakan mytickal glory ngeluh match matching merasakan skin mahal keluarin gratis pemainnya betah gimana betah kalo sistem match matching nya adil.disatukan tim egois ga main troll musuh bermain objektif game adil aja dark sistem,negatif
Ido Issyafah,22 November 2024,3,"Matchmaking-nya sampah, selalu dapet tim noob sedangkan tim musuh itu jago...entah kenapa setiap udh dapet satu menang di match selanjutnya itu pasti kalah, tolonglah diperbaiki sistem Matchmaking-nya dan juga masalah jaringan yang kadang suka ngedrop padahal pas make aplikasi seperti yt, atau tt itu aman aman ajh gk ada lag sama sekali.",matchmaking nya sampah dapet tim noob tim musuh jago ... udh dapet menang match kalah tolonglah diperbaiki sistem matchmaking nya jaringan kadang suka ngedrop pas make aplikasi yt tt aman aman ajh gk lag,negatif
MURADI muradi,25 November 2024,2,"Dengan bermain game dapat menghilangkan stress, game yang di maksud adalah game ini (MOBILE LEGENDS), 😡 di tambah lagi ada dark systemnya dan player dari beberapa negara/ wilayah, saya tidak mau menyebutkan negara/ wilayah, lebih parah dari dark system, mohon lah keseimbangan matchmakingnya, game udah OK, playernya yg nambah STREES!!!!!",bermain game menghilangkan stress game maksud game mobile legends dark systemnya player negara wilayah negara wilayah parah dark system mohon keseimbangan matchmakingnya game udah ok playernya yg nambah strees,positif
Irfan Irfan,7 November 2024,1,"Semakin hari semakin jelek. Gamenya pelit, terus system yang dibuat sangat dark. Main 10x dominan ditemukan tim feeder. Boros pemakaian daya baterai, sinyal ponsel yang mendadak menjadi jelek saat game dijalankan (terkadang hidup mati sendiri akibat game ini). Sering terjadi latency jaringan padahal pada aplikasi lain sangat bagus. Sangat mengecewakan",jelek gamenya pelit system dark main 10x dominan ditemukan tim feeder boros pemakaian daya baterai sinyal ponsel mendadak jelek game dijalankan terkadang hidup mati akibat game latency jaringan aplikasi bagus mengecewakan,negatif
Andikaferdi Ferdiandika_,4 Desember 2024,3,"Ini game nya kenapa ya kok pas aku login cuma ada tulisan ""MOONTON"" lalu layar hitam setelah itu mengulangi lagi 😔😔😔😔😔😔 dan untuk masalah jaringan tolong lah di perbaiki lagi masa jaringan wifi, seluler bagus kok bisa merah ,dan untuk keseimbangan mach tolong carikan lawan dan tim yang seimbang jangan 'tim bot sedangkan tim lawan GG' dan MLBB banyak bug juga tolong perbaiki lagi. Hanya itu yang aku sampaikan terimakasih 🥰",game nya ya pas login tulisan moonton layar hitam mengulangi jaringan tolong perbaiki jaringan wifi seluler bagus merah keseimbangan mach tolong carikan lawan tim seimbang tim bot tim lawan gg mlbb bug tolong perbaiki terimakasih,negatif
Cika Cihuyy,7 Desember 2024,5,"Game nya udh bagus dari grafik juga oke, tapi sistem match making nya ga adil banget masa tim musuh pada rank tinggi sedangkan tim sendiri ketemu yang warior, master, gm. Kadang suka lag pdhl jaringan bagus tolong perbaiki sistem match making nya biar lebih seimbang.",game nya udh bagus grafik oke sistem match making nya ga adil banget tim musuh rank tim ketemu warior master gm kadang suka lag pdhl jaringan bagus tolong perbaiki sistem match making nya biar seimbang,negatif
Savle Quin,13 Desember 2024,3,"Untuk match tolong di perbaiki agar tidak tertabrak dengan role yang sama dan sesuai rank, saya juga selaku user roam menyatakan ketidak setujuan untuk revamp rumput, ini kenapa akhir² ini kebanyakan bug? Mulai dari nge stuck di loading screen tiba-tiba relog",match tolong perbaiki tertabrak role sesuai rank user roam ketidak setujuan revamp rumput akhir² kebanyakan bug nge stuck loading screen relog,negatif
クンアサヒ,7 November 2024,1,"Game nya sangat mengasikan akan tetapi entah dari univers mana ketemu team yg sangat buruk bahkan bisa disebut lebih buruk daripada sampah dan apabila ketemu musuh , musuh ny sangat lah kuat sekali melebihi pro player & tidak sesuai dengan rank player",game nya mengasikan univers ketemu team yg buruk buruk sampah ketemu musuh musuh ny kuat melebihi pro player sesuai rank player,positif
Emu,2 Desember 2024,1,"Sistem report player, tolong perlu perbaikan ya. Mohon diliat dengan baik lagi setiap detail. Jangan hanya dari in game saja tapi secara menyeluruh seperti gameplay, interaksi antara pemain dalam membantu teman se tim, karna terkadang cukup merugikan player jika sistem report yang tidak memberikan hasil memuaskan",sistem report player tolong perbaikan ya mohon diliat detail in game gameplay interaksi pemain membantu teman tim karna terkadang merugikan player sistem report hasil memuaskan,netral
Nice 01,20 November 2024,1,"Ping bagus, jaringan bagus. Waktu main ping sering tidak stabil. Lag berulang kali. Masalah yang sangat tidak menyenangkan. Klo mau game lu tetep hidup. Permasalahan ping dan jaringan mohon ditangani EDIT: Game gk masuk akal, makin hari makin sakit kepala main ini game. Matchmaking nya gk seimbang!. Sering dapat tim yang idiot, nyusahin, egois lagi. Sistem matchmaking nya jangan yang system engage lah, kenapa ngk pake yang skill based aja. Capek loh.",ping bagus jaringan bagus main ping stabil lag berulang kali menyenangkan klo game lu tetep hidup permasalahan ping jaringan mohon ditangani edit game gk masuk akal sakit kepala main game matchmaking nya gk seimbang tim idiot nyusahin egois sistem matchmaking nya system engage ngk pake skill based aja capek loh,negatif
Ghina Azhari,15 Desember 2024,1,"Tolong kuatin sistem keamanannya lagi dong. Coba diban akun² yg emang cheet. Baru main padahal dari awal sampe hampir late game lancar aja g ada kendala sama sekali. Tiba² pas late game nge lag, bug, g bisa jalan sama sekali... padahal jaringan 15-20an mbps. ujung² sistem kalian yg ngerugiin player karena kena kredit poin dianggap AFK dan MMR hero jadi kurang, padahal jelas² jaringan oke. Serta kalau bisa carikan tim yg seimbang saat match, baik dari line atau penguasaan hero.",tolong kuatin sistem keamanannya coba diban akun² yg emang cheet main sampe late game lancar aja g kendala tiba² pas late game nge lag bug g jalan ... jaringan 15 20an mbps ujung² sistem yg ngerugiin player kena kredit poin dianggap afk mmr hero jelas² jaringan oke carikan tim yg seimbang match line penguasaan hero,netral
Djoghi Muhamad,6 Desember 2024,1,"masih rating yang sama, rank dan classic menggunakan sistem win streak dn lose streak yang sama, sehingga di classic, jumlah lose jauh lebih banyak dibandingkan jumlah win, ini tolol banget, karena bahaya ke wr, ke story, dll, seharusnya classic dibuat normal, seperti 2 tahunan lalu.",rating rank classic sistem win streak dn lose streak classic lose dibandingkan win tolol banget bahaya wr story dll classic normal 2 tahunan,negatif
Dika,14 Desember 2024,5,"Game nya bagus banget bjir lah!! Tapi tolong untuk jaringan di optimalkab ya bjir, karna suka lag, terus sistem machmaking nya masih kurang tolong di optimalkan, sama satu lagi, kalo bisa ditambahin map nya biar gk bosen, sama creep nya dibikin lebih variasi",game nya bagus banget bjir tolong jaringan optimalkab ya bjir karna suka lag sistem machmaking nya tolong optimalkan kalo ditambahin map nya biar gk bosen creep nya dibikin variasi,positif
Hadist Nursyah Alam Erlangga,7 Desember 2024,2,"Tolong dong matchmakingnya disesuaikan ga masuk akal dapat tim 10x beturut² ampas Mulu padahal setiap gua main mvp kan ga sesuai jatuhnya game jadi jelek, Note : jangan cuman grafik sm kenyamanan doang yg ditingkatin tapi matchmaking nya udh dari dulu gak ada perkembangannya, tolong di sesuaikan dengan skill biar saling support saat main. Minimal direspon lah jelek bgt developer ga respon nih kritik",tolong matchmakingnya disesuaikan ga masuk akal tim 10x beturut² ampas mulu gua main mvp ga sesuai jatuhnya game jelek note cuman grafik sm kenyamanan doang yg ditingkatin matchmaking nya udh gak perkembangannya tolong sesuaikan skill biar support main minimal direspon jelek bgt developer ga respon nih kritik,negatif
Luna Komang,11 November 2024,2,Untuk moonton saya kesal dan tidak suka dengan sistem afk mobile legend ini karena saya afk belum satu menit sudah dideteksi afk dan karakter saya malah jadi susah digerakkan jadinya selama satu matc itu saya tidak bisa main dan kalah padahal saya afk sebentar untuk mengatur strategi sama temen saya. Saya punya saran player yang afk selama 3 menit itu baru bisa dibilang afk ini belum 1 menit aja udah dideteksi afk orang-orang juga ada perlu untuk afk misal untuk menelpon seseorang/ditelpon,moonton kesal suka sistem afk mobile legend afk menit dideteksi afk karakter susah digerakkan matc main kalah afk sebentar mengatur strategi temen saran player afk 3 menit dibilang afk 1 menit aja udah dideteksi afk orang orang afk menelpon ditelpon,negatif
Zikry Irfa,15 Desember 2024,1,"Kenapa saat main classic jaringannya bagus, sedangkan saat main rank jaringannya sangat buruk, terus 'mode speed' nya seperti sama sekali tidak berfungsi, Jadinya susah kali buat gua kalau mau naikin rank, terus dikasih sanksi karena hal itu. Tolong untuk pihak Tim MLBB, perbaiki masalah jaringan yang merajalela tidak jelas di mode rank.🙏",main classic jaringannya bagus main rank jaringannya buruk mode speed nya berfungsi susah kali gua naikin rank dikasih sanksi tolong tim mlbb perbaiki jaringan merajalela mode rank,negatif
Miftachul Chusain,15 November 2024,1,"Dalam bermain rank pencocokan teman dalam battlefield saya selalu jauh lebih buruk dari saya, sudah berkali² saya mendapatkan teman satu tim yang tidak kompeten, tolong perbaiki sistem dalam pencocokan dalam mode rank, saya berikan bintang satu karena memang pengalaman yang saya dapatkan pada game ini sangat buruk",bermain rank pencocokan teman battlefield buruk berkali² teman tim kompeten tolong perbaiki sistem pencocokan mode rank bintang pengalaman dapatkan game buruk,negatif
Syaiful Amri,8 Desember 2024,1,"Saya main game moba sebelah aman-aman aja soal jaringan tidak ada kendala leg ataupun ping yang tinggi, tapi kenapa setiap main mobile legends selalu mengalami masalah jaringan ping yang tinggi selama pertandingan padahal masih pakai data yang sama Handphone yang sama juga, ini menandakan kualitas jaringan untuk data seluler di game ini sangat lah mengecewakan.",main game moba sebelah aman aman aja jaringan kendala leg ping main mobile legends mengalami jaringan ping pertandingan pakai data handphone menandakan kualitas jaringan data seluler game mengecewakan,negatif
Fakrur rozi,4 Desember 2024,1,"Tolong lh pihak developer di perbarui tentang draft pick nya.. Setiap kali match selalu di isi dengan 3 lane yang sama, Satu gak mau ngalah, satu lgi ngetroll,, tolong untuk di tingkatkan lgi untuk draft pick karna apa selalu saja dapat tim dark sistem trus... Rank ngestuck disitu""trus..Malah buat makin stres.. Tolong untuk di tingkatkan lagi sistem draft pick nya..Terima kasih",tolong lh developer perbarui draft pick nya .. kali match isi 3 lane gak ngalah lgi ngetroll tolong tingkatkan lgi draft pick karna tim dark sistem trus ... rank ngestuck disitu trus .. stres .. tolong tingkatkan sistem draft pick nya .. terima kasih,negatif
Pengguna Google,1 Desember 2024,1,"Dear, moonton Saya keluh kesah dengannya dark sistem saat ini, saya mendapatkan win abis itu lose setiap waktu dan itu juga perubahannya sama aja dapat tim kurang baik dan musuh terlalu jago. Tolong tindaklanjuti masalah ini supaya player solo tidak kesal saat bermain game ini. Dark sistem mulu. Makasih.",dear moonton keluh kesah dengannya dark sistem win abis lose perubahannya aja tim musuh jago tolong tindaklanjuti player solo kesal bermain game dark sistem mulu makasih,negatif
Engkus Andi,9 Desember 2024,1,"Akhir akhir ini sinyal sering lag kalo lagi war sama kalo musuh kalah dan tim saya snowball malah jadi sering lag parah ampe ping 300++ tolong lah bersih bersih lagi dari cheat. Udah ganti jaringan, clear cache, data yg menumpuk, test ping aman aman aja. Pas ingame tetep aja ada lag pas war yg anehnya pas tim saya unggul item ama turret dari musuh loh suka tiba tiba ping 300+ tolonglah bersihin player yg suka cheat min. Sekian terimakasih",sinyal lag kalo war kalo musuh kalah tim snowball lag parah ampe ping 300 tolong bersih bersih cheat udah ganti jaringan clear cache data yg menumpuk test ping aman aman aja pas ingame tetep aja lag pas war yg anehnya pas tim unggul item ama turret musuh loh suka ping 300 tolonglah bersihin player yg suka cheat min sekian terimakasih,negatif
Deez Nuts,30 November 2024,2,"Gamenya memang sudah bagus dan cukup seimbang, tetapi please moonton perbaiki matchmakingnya. Saya sampai tidak sanggup main dikarenakan menemukan satu tim yang tidak seimbang dan selalu menyusahkan. Jadi tolong moonton perbaiki dulu matchmaking sebelum memprioritaskan event, skin, hero, dll.",gamenya bagus seimbang please moonton perbaiki matchmakingnya sanggup main menemukan tim seimbang menyusahkan tolong moonton perbaiki matchmaking memprioritaskan event skin hero dll,negatif
