name,date,star,comment
Rifki Arifin,8 Oktober 2024,1,Banyak bangett kekurangan dari game ini yang pertama dari jaringannya padahal di tmpt saya kota pusatnya jaringan dan 4G kenapa bisa lag begitu. Yang kedua match nya yg tidak adil pada rekannya saya sering sekali mendapatkan player² baru yang tidak mengerti role dan saya juga pernah mendapatkan player yang rasis Mohon Untuk Moonton Untuk memperbaiki permasalahan ini #GAMEBANYAKDARKSISTEM
B-trx LordGame》,15 Agustus 2024,1,"Makin kesini update makin ngawur. Jaringan makin ga stabil, padahal buat nonton yt lancar walaupun resolusi tinggi. Bukan cuma itu, player solo juga dibikin stress karena sistem pencarian team yang absurd, sering dapat 3 player dengan role yg sama, padahal fitur percepat pencarian ga di gunakan. Bug juga banyak. Moonton, kalian ini dengerin keluh kesah playernya ga si? Udah masuk 10tahun lho ini."
Clarisa alfi,8 Desember 2024,3,"game nya bagus , minesnya sering ngelag.. apalagi waktu banyak musuh gitu tiba² ngelag jdi mati.. mana di b*c*tin sama tim, jdi tolong diperbaiki. padahal sinyal bagus, memo masih banyak, kuota juga, tpi knp msih ngelag, jdi sy kasih bintang 3 dulu"
Okfan Paraeng,23 Oktober 2024,2,"moonton kalian jangan hanya mentingin skin doang,bikin playernya nyaman lah,ini bug jaringan bukan di perbaiki malah di biarin,jaringan bagus banget pas main malah stak kuning 120ms udh gnti jaringan sama aja,percuma mendingin skin kalau kualitas game nya gitu,minimal perbaiki,jangan nyusahin playernya"
Iky Saputra,16 November 2024,1,"apaan sih moonton gw udh top up banyak"" buat quest tiket phase 2 event 11.11 tp ga kehitung quest nya kikir bgt masa cuma di kasih 5 tiket itu pun harus gunakan 500 DM"
Angga Veriyanto,7 Desember 2024,3,"tolong kalo pas matching kasih temen yang sepadan dengan musuh, mesti kalo main solo gw honor ketemu ama legend mulu dah, ngilangin stresss enggak, nambahin stresss iya"
Nabil Makarim,27 Agustus 2024,1,"Matchmaking semakin buruk, khususnya player solo dan duo seperti saya, bener bener kesulitan karena sering mendapatkan tim yang tidak seimbang, dan tidak sesuai role, dan tak jarang juga ada 2 mage, 2 mm, 2 jangler, dalam 1 match, tolong perbaiki lagi matchmakingnya, dan keadilan matchmakingnya khusus player solo seperti saya"
ryzki immanuel Hutagalung,30 November 2024,5,"hallo moonton semoga magic chees di mobile legends bisa cepat di update untuk sinergi barunya ya, udah nyaman main magic chees di mobile legends jadi ga repot repot untuk download magic chees go go, ditunggu update terbarunya, Terima kasihh"
Je t'aime.,8 November 2024,5,"untuk sekarang sudah oke, tetapi untuk masalah jaringan yang terlalu lag walaupun sudah memakai mode speed tetap tidak ngaruh"
Wit Putra,8 Desember 2024,1,"Tolong banget Di perbaiki matching nya Saya udh Minta sara agar matchingya di perbaiki ini malah tambah menjadi2 temen tolol lah,ngetrol lah,afk lah bnyk Bnget yg harus di perbaiki masih sama Game rusak"
Hendri Gumilar,23 September 2024,2,Ku kira update besar-besaran eh taunya pensi besar-besaran.. emblem yang sudah menjadi legenda dari 2016 malah di update malah di rusak oleh pengembangnya sendiri.. mending di update ke mode HD daripada di ganti set emblem.. dan semoga di dengar oleh develover nya
mira 05,1 September 2024,2,"Dear moonton, event dan skin gamemu ini memang sudah baik, tetapi ingat juga untuk perbaiki sistem matchmakingnya itu sering banget bikin matchmaking yang gak seimbang, seperti teman satu tim yg noob, tim musuh yg terlalu hebat, dan terkadang ngasih musuh lebih baik daripada teman tim sendiri. Jadi moonton, harap perhatikan kendala ini 🙏"
Tio Dwi Satrio,19 November 2024,1,"Game cacat sepanjang masa, dari jaman majapahit masalah matchmaking ga dibenerin, belum lagi tiba² lag pdhl wifi + data kenceng, dasar game sampah."
Jenggala Manik,20 September 2024,1,"Di update dikirain bakal menyelesaikan masalah, eh makin tambah masalah , wifi jaringan bagus padahal , di game nya lag parah malah makin kesini di lobby ga bisa masuk karena jaringan tidak stabil , tapi streaming Yt , apk tiktok lancar2 saja."
Zeus Bang,2 Desember 2024,1,Saya bermain GEME ini Tidak Bagus masa Wifi bagus Tapi dari Sinyal GEME nya jelek tolong lah perbaiki lagi monton Kami sebagai player Mobile lejend merasa sangat terganggu jika ingin bermain rank atau Clasik Dan satu hal lagi Banyak sekali player Toxic Dan semoga Monton bisa Dipertimbangkan lagi.Trimakasih
Racho Davis,5 Desember 2024,3,Pakai kuota masih lemot sinyal nya Pakai wifi masih sama aja... Padahal wifi pribadi.. Data+wifi dihidupkan semua.. Gaada beda nya Tolonglah🙂
Abdul Majid,17 November 2024,1,"Makin ga ngerti lagi dah, sama aja kena penipuan ini nama nya, awal2 positif aja paling karna bug ga keluar misi top up, eh pas tengah malam dah keluar coba top up malah ga masuk misi, kan konyol"
Yohanes Gilbert Tampaty,25 November 2024,1,Kapan update lagi untuk solo bisa setim dengan player yang sesuai rolenya. Capek banget setim dengan player yang tidak jelas
Erwan Hermawan,11 September 2024,1,"sungguh mengecewakan untuk saat ini, tolong masalah koneksinya di perbaiki soalnya akhir-akhir ini sangat meresahkan jaringan bagus buka ig, bisa tiktok bisa, bahkan nonton live gada koneksi bermasalah sama sekali aku main pubg sangat lancar koneksinya kenapa pas pindah main mobile legend malah ga sanggup, di lobby sangat lancar tidak ada ngelag sama sekali giliran in game malah merah tersu menerus gada sama sekali jaringan hijau, dan parahnya malah di kasih tim yang signal merah semua"
Dewa Android,4 Desember 2024,1,"Game kon tol, tlg diperbaiki system. Mainku bagus mvp trs knp dikasih kawan bego dan lawan op, kan a5u! Klo g diperbaiki matchnya lama2 akan ditinggal game ini"
Loni_Blue YT,11 Desember 2024,5,"Bagus, suka sama grafiknya! Tolong beri kita minimal 5 diamond jika menyelesaikan misi susah!"
Broto Seno,20 Oktober 2024,1,"Sory mobile legends , ranting tadinya 5 saya ganti 1 aja y !! Lama-lama bikin emosi main ni game ,sudah buang waktu di kasih bot mending 1 kali ini 2 3 kali main di kasih bot !!! Kalo durasi main 5 menit oke lah ! Ini durasi game minimal 10 menit,sudah buang waktu,main di kasih bot , Sangat membosankan!! Wajar jika vakum lama-lama main ini game !!!"
Zairah Zairah,18 Desember 2024,5,Game aneh lagi main tiba tiba ngelag g jelas jaringan full padahal. Giliran relog g bisa masuk ngestak loding
Oy Sadipunk,14 September 2024,1,"Perbaiki sistem matchmaking nya,, gua mitichonor aja di kasih lawan Glory dan imo,, nggak waras banget sumpah,, kadang malah di kasih setim sama yang baru legend dan level akun nya tuh jauh di bawah gua,,,Kagak jelas banget dah sistem matchmaking nya,, Yg kedua, hapus aja sky piercer, nggak berguna utk kebanyakan hero, tetapi gue selalu nemuin player yg maksa harus menggunakan sky piercer. Dan kalau bisa bgtu masuk lobby kita bisa langsung milih role, jadi nggak rebutan role lagi di dlm game."
Santana X Karrie,1 Desember 2024,1,"game kikir, game pelit, gacha starlight lucky cest 50× cuma di kasih 600 starlight fragment, malah di kasih 6000 starlight point, masa tiap gacha terus starlight point, buat apa starlight point bodoh, kan lu udah kasih starlight point tiap minggunya 1800 buat naikin level, beli skinnya kan pake starlight fragment bukan starlight point."
Jjangmyeonnie,12 Agustus 2024,1,"Dalam bermain magic chess, saya merasakan ketidakadilan pada permainan tersebut. Sudah berkali-kali main tapi shuffle heronya ngga ada yang jelas, tolong bagi pihak moonton diperbaiki sistem shuffle hero nya"
Muhammad Rasyid,11 November 2024,1,"woi moonton,ini di in game,kepencet notif langsung masuk ke game nya lagi harus ngulang dari awal,kyk relog,pdhl kepencet notif keluar ml,lngsng masuk lagi pdhl,tapi malah ke relog gaje bgt game aneh"
Panji Buwana,23 Agustus 2024,2,"Montoon tolong perbaiki jaringan didalam game mu.Kami sebagai player merasa sangat kecewa karna sering mengalami lag didalam permainan.Semenjak di update jaringan semakin buruk.Sering lag,tolong jangan perbanyak skin tapi perbaiki masalah jaringan di mobile legend dan tolong hapus serta tindak tegas bagi player player curang yang menggunakan cheat jaringan,map hack,dan cheat yang lain dan player gb.klo masalah ini gak diperbaiki maka akan banyak player yang memilih unistal mlbb dan pindah game"
Demas Shafwan Ramadhan,24 November 2024,5,"monton pliss tandain akun gw, akun gw kapan imo nya monton kalo di kasih tim stress mulu, gw mau cepat cepat pensi muntun kalo dah imo, dah cape monton, dari sd sampe sma ga ngasi gw kesempatan buat imo? hadeh, sedangkan temen gw yang main nya aneh tapi bisa imo gimana ceritanya coba, plisss monton yang baik hati kasih tim yang sehat lah monton, plisss monton plisss"
Ajib Ajieb,6 Desember 2024,4,game nya seru tapi tolong buat moonton kasihan kami yang main dapat tim dark sistem kami kesusahan saat bermain tolong buat moonton hapuskan dark sistem
Hiro Kawanami,9 Agustus 2024,1,"Apalah tiba tiba ngeleg pas main, main genshin pubg enak aja tu gak ada geleg jaringan. Sering banget ngeleg pas in game. Pas login lagi gk bisa msuk, terus pas dah bisa login game sudah kelar, dan kalah. Apalah kontoon. Mending Pindah game aja....."
faishal supendi,2 November 2024,2,MLBB tolong perbaiki game nya soalnya dapat tim dark sistem 1 bintang lagi epik tapi selalu kalah karena dark sistem tim gua aneh monton pilih kasih padahal gua sudah berusaha tapi tetap saja musuhnya jago hmm mamang game pilih kasih padahal tim gua jago tapi kalah mulu dan begitu ada dark sistem pasti tim musuh selalu menang memang game tidak punya hati monton
Redy 231,15 November 2024,3,"Mending pindah game sebelah..makin lama makin ngak jelas ni game..modal skin gratisan biyar pada bertahan..jaringan buruk,dapet tim drak sistem,"
Lilya,3 Desember 2024,5,"Game nya baguss, bisa mabar sama temen, tapi terkadang ada masalah dalam pembagian tim. Tim musuh rank nya kadang pada tinggi' dan tim ku rank nya masih setara sama match nya. Tapi itu ga masalah, selama masih bisa menang dan ga keseringan ada masalah pada pembagian tim. Sekian ulasan saya, semoga kedepannya bisa di update dalam pembagian tim nya, agar setara dengan match nya, semangat developer."
Ahmad zaki Zam zami,15 November 2024,2,"Patch udah bagus nunjukin makro mikro nya tapi..... Kenapa di mitik masih kaya epik ? Moonton kalo draft selalu begini anda akan terasingi oleh HOK jujur beda banget sistem match making nya dengan HOK ,tolong di rubah lagi ya moonton hilang kan penjoki indonesia yaa ... Moonton saya player solo dari dulu gak pernah berubah matchmaking nyaa anehh banget ... Gak ada niat revisi kah atau kekurangan staff untuk menanganinyaa ?"
Geneva Yansen,10 Desember 2024,5,"Aku lihat banyak yg protes, memang sih kadang2 ml suka gajelas, tp ga sering2 amat(kecuali tim musuh dan tim kita) , klo suka ngetreeze berarti HP klen kentang"
Mas Metd,2 September 2024,3,"Gamenya sekarang rusak, sekali menang langsung kalah dan ini salah satu yang membuat gw males main menang kalah mulu bosen gitu-gitu terus, apalagi kalo lag jalan ke turret sendiri padahal gw kalo lag gw jalanin mundur, malah maju ke turret, jika gamenya kayak dulu mungkin gw kasih bintang lima, game rusak, nama juga moonton gak montor sekalian"
Asella Hanania,22 September 2024,5,"game nya bagus,grafiknya juga lumayan oke.tapi kenapa setiap setiap saya ingin memainkan game ini selalu ada bug?contoh nya jaringan sinyal saya padahal bagus tapi saat saya memasuki pertandingan jaringan saya malah menjadi jelek dan lag.semoga di update seterusnya diperbaiki lagi ya"
dandi putra,30 September 2024,1,"Moonton setelah update semakin ngk seru ngk kaya dulu lagi , moonton yang sekarang banyak bug nya seperti jaringan nya berwarna hijau tapi malah ngeleg parah sumpah moonton yang sekarang semakin banyak kurang nya , ayolah moonton jangan pilih kasih lah , masa sama anak nya sendiri ngk di kasih drak sistem sedang kan kita malah di kasih drak sistem sih tolong lain kali di perbaiki lah, selama ini baik cuma dari warior sampai epic 5 dong tolong benerin lagi masa aku ngestack di epic 5 terus"
Triswahyudi Yudi,9 November 2024,5,Sumpah aku ketagihan banget sama geme nya. Tutor biar bisa berhenti main dong soal nya aku kalau main pasti ber jam jam👊🏻😭
Malik Alfaqo akbar,8 November 2024,1,"Setelah update jadi NGEFREEZ tidak bisa bergerak saat di dalam permainan, tolong di benerin lagi moonton, saya afk 3 kali gara² ngefreez dan di report teman saya sendiri"
_Ahmad_ _Nabil_,6 November 2024,1,"Tolong Lah Monton Setiap Maen jangan di kasih DARK SYSTEM terus. Maen rank Dari Legend 2 Bintang 5 , lose streak sampe ke legend 2 Bintang 0 . Saya ingin memberi masukan Tolong kalo pembagian tim atau musuh itu yang seimbang, match nya tidak seimbang. Percuma Update terus kalo hal beginian ga di urus. Terima kasih Mohon maaf bila ada kesalahan dalam pemberian Ulasan dan saya bukan bermaksud untuk menjatuh kan tetapi agar lebih baik . Sekali lagi Monton tolong Adil-lah dalam Sistem match di rank."
7G_23_ NAUFAL BRILIANT A,7 Desember 2024,1,ini game apasih kok dapat tim yang gak jelas udah 5 game kaya gitu plis ya minimal itu mitik bisa main masak main aja kaya bot kalo gak di benerin ini akan bintang 1 selamanya
Beni Gufron,1 Desember 2024,2,Mengapa sih mulai hari Selasa AQ kok loss strike terus mohon di perbaiki lagi AQ mulai dari epik 3 cuma naik turun doang mohon untuk di perbaiki lagi dark sistem nya🙏🙏🙏
Oman Muslim,11 November 2024,4,"Untuk keseluruhan game udh mantap tpi ketika setiap kali sy main sy sering mengalami itu leg atau patah² makanya sy kurangi lg 1 bintangnya, Sekarang sy sdh tambahkan 1 bintang lg sesuai janji ⭐⭐⭐⭐"
Nur Bunda Arka Azzam,6 Desember 2024,1,saya memberikan 1 bintang karena sekarang ml sudah jelek. saat saya main jaringan saya ngelek.padahal jaringan saya bagus buat main game lain tolong diberbaiki seperti pertandingan tidak adil saya di berikan tim beban sedangkan musuh hebat² semua.
Kean Pratama,10 Desember 2024,4,Game nya bagus ga patah patah tapi masih banyak banget cheater damage Ada yang pake Granger full build ga ada blade of despair dan stack nya penuh dan aku sering ketemu player Granger dan damage nya hanya 620 tapi Granger full stack ga ada blade of despair tapi damage physical nya 1.260 damage kagak ngotak damage nya moonton tolonglah dibaca agar cheater di ml udah ga ada lagi tolong ya moonton sama tolong jangan diberi musuh terlalu kuat dan jangan kasih tim tidak bisa main tolong dibaca please
Franshisko Dekafrio,12 Desember 2024,1,"game ini ga pernah kasih kita tim adil, selalu aja tim kita ga seimbang sama kita pasti tim kita dibawah kita and bikin susah menang kalo gitu, diperbaiki lagi saya kasih bintang 1 selamanya!!!"
Julio Dacruz,24 November 2024,5,"Gamenya baguss, tapi perbaiki Mode Offline nya yng tidak bisa Mengunakan Skin, dan satu lagi toloong kasih tim yng seimbang lah MONTONNNNNNNN"
Reyhan Muhamad,7 Desember 2024,3,"Soal grafis, hero udah perpect, minus di matcmaking nya...kadang dapet tim yg gak ngerti main sama sekali...kedepannya tolong lebih di perhatikan lagi player yg mainnya feeder di kasih hukuman yang lumayan berat"
Psycho Geneticha,8 Desember 2024,2,"Revamp Argus di Advance Server cukup bagus dan seimbang, tapi aku punya sedikit saran yang bagus. Pasif Warmonger milik Argus (malice energy) di tampilkan dengan bar merah di atas kepala Argus, musuh maupun Argus sendiri dapat melihatnya. Tapi alangkah lebih baik bila jumlah stack malice energy Warmonger, juga ditampilkan secara detail berupa angka dibawah hero (ikon buff). Selain menambah estetika grafisnya, juga dapat memudahkan player hero Argus."
Wildan Ahmad salleh,9 November 2024,3,Selalu nge bug suka tiba tiba hilang jaringan padahal jaringan lancar jaya terus lagi loading kada suka kembali ke lobby dan juga loading nya lama padahal udah 100
Ladi ML,9 November 2024,1,"Untuk Update yang sekarang saya kasih bintang 1. Kekurangannya : 1. Jaringan sering jumping padahal sudah menggunakan wifi+kuota, dan sebelum update wifi saja sudah cukup. 2. Hp cepat panas, padahal masih di draft pick udah 47°C, dan sebelum update cuma paling tinggi di 42°C. 3. Sering Drop FPS, padahal sebelum update saya main 5 match masih aman-aman aja, dan sekarang 1 match aja udah Drop FPS. Tolong segera di perbaiki supaya orang-orang makin seneng mainnya, ga ngeganggu sama Drop FPS dan Lag"
Arya Guna smith,8 Desember 2024,1,Woy ml kek anj kasih player itu yang bener gua udah ws 5 kali nih dari bintang 55 ke 50 awal game aman tapi late game entah mm entah roamnya kaya ngga main kek bot mati Mulu padahal gua losestreak 3 gua masih sabar eh malah di lanjut in lose streak nya
