name,date,star,comment
Erwin Silvanus,9 Januari 2025,4,Game nya udh ok aja tapi yang paling males di rank ketemu banyak orang yang memakai Hero pemula.. atau blm expert namany klo di game sebelah.. sama untuk Recall nya bisa agak di percepat karena terlalu lama.. Terimakasih semangat HOK💪🏻👍🏻
Suhada24,10 November 2024,2,Parah banget lu min gua lagi war team fight malah force close mending kalau bisa join game lagi.ini mah gak bisa kan jadinya gua afk kan. Satu lagi masalah w juga pernah force close tapi waktu itu bisa reconnecting tapi lama banget.pas udah masuk game malah udahan gamenya fix lah min.sinyal internet bagus karena gua pake wifi.hp gak kentang kentang amat.
Dian Hermawan,6 Januari 2025,3,"Ini masalah pada aplikasi game nya. Sering banget ga ada suara saat membuka game. Harus keluar dan masuk lagi agar suara muncul. DAN suaranya kecil banget, padahal volume sudah besar. Dibandingkan game MOBA lain, HOK suaranya lebih kecil. Perangkat saya Poco X6 Pro 5G"
Dark Moon,19 Desember 2024,1,"MediaTek helio P35, CPU : 4x Cortex-A53, Frekuensi : 900 MHz - 2301 MHz, RAM : 3GB, Android 12, Anda menyebutkan minimum RAM 1GB, tetapi yang RAM 3GB saja mengalami fps drop, lag, dsb, Mohon untuk diperbaiki, lebih baik mencoba mengoptimalkan pada HP low devices, logikanya low devices saja lancar apalagi yang RAM 8GB atau bahkan lebih, fokus dulu ke kinerja game bukan hero dan skin, logikanya banyak pemain banyak peluang yang topup untuk skin hero yang menjadi favoritnya, tolong segera di fix."
Makmur Anwar,10 Januari 2025,5,"Gamenya mantap. Walaupun jaringan medium masih bisa main. Eventnya banyak, grafik mantap dan lancar ga bikin hp cepat panas Edit. Sekarang updatenya makin berat, jaringan ngelag dikit ping naik. Cuma hadiahnya masih bejibun"
karsa yudha,5 Januari 2025,1,"halo maaf mengganggu waktunya saya hanya ingin protes terkait keadaan kesetaraan kemampuan dalam pertandingan di dalam game, saya sering kali mendapatkan ke tidak adilan dalam sistem pertandingan ini padahal saya berada di tim yang cukup tinggi tentunya hanya orang orang Dnegan kemampuan yang lebih yang dapat mencapainya, tetapi kenapa saya selalu saja diberi ke tidak adilan dalam kesetaraan antara lawan dan tim sendiri, saya mohon untuk lebih ditindak atas sistemnya dan pelaku yang tidak mengha"
John Doe,3 Januari 2025,1,"Sangat kecewa. Match yg tidak stabil. Banyak sekali pelanggaran yg dilakukan playernya. Ditambah pembagian damage, skill tiap hero serasa tidak seimbang. Adanya item kayak ga cukup menyeimbangkan. Damage yg terlalu besar, stun terlalu lama. Harus butuh di revamp skill2nya. Tidak merasakan kompetitif nya dalam pertandingan. Hanya bagus di grafik dan event gratis dan murah. Intinya sangat kecewa."
unknow,6 Januari 2025,1,"bagus si iya, tapi tolong perbaiki karena sering crash lag dan juga tambahin fitur sinyal lag biar tim kita tau bahwa aku lag, dan juga optimalisasi UI utama serta event² maupun efek lainnya biar lebih smooth itu saja semoga dibaca trimakasih"
maz irwan1989,4 Januari 2025,1,"Sistem Matching yang kacau,, solo selalu dapat tim tolol tidak becus main, tidak tahu lane,, sedangkan lawan musuh party,, belum lagi laporan yang tidak jelas membuat pemotongan point, Hampir kebanyakan semua begitu yang bikin uninstall,,"
Hamid cik anggap,27 Desember 2024,2,"Trimksh telah menemani yaa, awalnya penilaian saya dalam game ini sempurna. Dipikir juga event-eventnya bikin menarik...tapi berdasarkan beberapa bulan terakhir ini.. kerap ditemukan player dibawah kemampuan di tier atas..sangat jelas dgn kecakupan level hero dan cara bermain..kejadian ini lebih dari""banyak"" sehingga timbul pertanyaan apakah pembagiannya sudah seimbang?"
chitora,3 Januari 2025,5,"Tolong untuk Animasi di UI nya cukup seperti wallpaper engine aja krn terlalu berat untuk video, sama beneran burik butek banget 144p kalou di settingan low resolusi , tidak ada pilihan music, saya suka music yang dulu pas awal game ini masuk ke Indonesia"
Nadine Dyah,17 Desember 2024,1,"Skin bagus, event bagus, tapi matchmaking busuk. Sudah bermain sejak rilis global tapi masih saja sama, tidak merasakan adanya perbaikan sama sekali. Event terus saja bagusin, match making tidak diperbaiki = uninstall. Not worth for your time. Pertimbangkan lagi sistem mudah naik rank, seleksi rank itu diperlukan supaya fair dengan skill asli pemain. Sangat mudah naik rank, sampai di mytic playernya masih berasa diamond. Lawakan macam apa ini."
adnan mi'raj,8 Januari 2025,1,"kecewa berat naikin rank udah sampe grand master bintang 6 bisa bisa nya turun ke rank master 2 bintang 3. parah banget sih udah aku mau uninstal engga bakal aku download game sistem matchking nya yang parah kaya gini, cukup udah!"
ChoArtXu,14 Desember 2024,1,"Aku sangat kesal bermain berjam-jam hanya untuk tetap dibintang yang sama dan Rank yang sama. Bahkan para player di tim sendiri adalah Troll, musuh terbilang sangatlah kuat dan jago. Aku mendengar game ini mengutamakan keseimbangan match making yang adil, tapi dimana letak keadilannya!? Aku menyesal bermain kembali setelah berhenti begitu lama.Jika begini terus, aku akan berhenti bermain game ini, lagi pula kehilangan beberapa player tidak memberikan dampak kerugian besar bagi developer."
Wildan Febian Ahsan,11 Januari 2025,5,"gamenya sudah bagus tetapi mohon untuk diperbaiki untuk masalah matchmaking nya yang menurut saya sedikit tidak adil untuk event event nya sudah bagus, tapi saya baru balik lagi dari offline selama sebulan lebih, semoga game ini semakin baik kedepannya."
O Rifan,14 November 2024,1,"Min grafis tambah lagi dong Paling ringan yang bisa ngilangin visual effect, kalau ada kebantu banget buat main Lancar, apalagi pas summon Jalur Naga ungu itu frame rate drop karena visual effect kabut asap ungunya di sisi jalan terlalu lag"
Cinta Putri,13 Desember 2024,5,"Saya main dari awal rilis , karna suatu hal jadi uninstall dan kmrin baru install dan main lagi tapi kenapa setiap main malah macet"" terus bahkan sangat menggangu ketika bermain di rank . Tolong ini diperbaiki ya , kecewa bngt macet di rank jadi kena banned player lain . Untuk masalah penyimpanan masih sangat luas dan sinyal juga amat sangat baik . Tolong ini perbaikannya 🙏"
hafiiz ramadhani,24 Desember 2024,2,"Saya bermain di dua ponsel. - Realme narzo 20 Chip Helio G85 Android 11 - Realme 6 Chip Helio G90T Android 11 Di narzo 20 game Fps tinggi dan grafis rendah lancar. Tapi kenapa di realme 6 yang sudah support 90hz di game masih 60fps itu pun tidak stabil di grafis menengah/rendah, sering ketika war 5vs5 frame drop sampai di 6-7Fps di 60Fps. Saya sudah melaporkan bug bug seperti ini beserta Foto/video nya tapi belum ada pemecahan masalah sampai saat ini. Membosankan!"
Arif Sams,9 Januari 2025,1,"Masih banyak hal untuk dibenahi lagi, terutama: Dari damage yang terlalu over power, durasi launch dan stun yang terlalu lama,pemain yang suka melakukan pelanggaran, dan hukuman bagi pelanggar tidak sesuai dengan pelanggaran yang pemain lakukan. Juga ketika sudah keluar dari game, sering disuruh log in berulang kali bagi saya itu sangat merepotkan apalagi ketika sedang permainan berlangsung."
Muhamad Rifqi Kurniawan,12 Desember 2024,2,"Game nya keren, beda dari moba yang lain. Hanya saja tolong matchmaking nya lebih diperbaiki lagi. Gw maen ini game dari awal rilis dan akhir akhir ini banyak ls nya daripada ws karena tim gw empat empatnya dark system. Masa player solo ngelawan musuh yang party-an. Kan jadinya gak adil. Juga, jangan satukan player yang baru main dengan yang sudah lama main! Itu sangat menghambat pemain untuk naik ke tier yang lebih tinggi."
Rozinramadhani,23 November 2024,1,"Tim macth nya di perbaiki lh masa match nya gak seimbang, gw selalu si posisi tim bot / afk. Sedangkan tim musuh jago2 semua dan non afk. Di awal rilis udh bagus matching sama lawan nya seimbang. Sekarang semakin banyak bot2 yg gk jelas ikut main dan wr nya di bawah rata2. Tolong perbaiki matching team nya dengan benar, karena itu mempengaruhi gameplay player dan emosi player."
Hasby Haidar Fayadh,11 Januari 2025,1,"March making nya tolong banget di betulin, gw solo malah ketemu trio minimal kalo trio ketemu ama duo lah ah gmn sih, mentingin player g sih sebenernya, mau di paksa main tim juga kan kalo ada waktu kalo g ada waktu ya solo admin!!!!! , tolong perbaiki match making nya dan balikan bintang saya gara gara game lu rusak"
R12,10 Januari 2025,1,"Saya kurangi bintangnya, saat main lagi masa masa late game tiba-tiba ping merah tinggi, lalu force close... Lalu susah menghubungkan kembali dalam pertandingan, alhasil kalah dan sistem malah menyalahkan saya karena afk!!!"
Imam Adam,9 Januari 2025,1,Kenapa di game Moba satu ini kalau solo rank selalu dpt team draksystem si. Kaya udh di setting sama kalian (Timi). Please lah di permudahkan untuk yang solo rank jgn di ksh team draksystem Mulu Napa. Saya akhir akhir ini MLS login karna itu ya tolong lah di perbaiki masalah pemilihan team saat solo rank oke terimakasih atas perhatiannya.
Gugun Hidayat,20 Desember 2024,1,"Jujur kecewa berat dengan Tencent, sistem matchmaking cukup membuat saya muak, saya diberikan tim layaknya Bot sedangkan musuh layaknya pemain turnamen untuk tier grandmaster, bahkan sistem pembagian Lane juga terasa tidak berguna untuk mengatasi pemain feed. Saya mohon untuk pengertian"
adnan Muzaki,4 Januari 2025,3,"Kata penjelasan skill karakter ingame kurang jelas tulisannya, penempatannya juga kurang enak, buat yg belajar hero agak ribet juga harus klik waktu pertandingan buat liat effect skill, dll, dipisah lebih bagus, seperti di bagian kanan layar, kurang saat pertarungan, bagusan ml kalo setiap berkurang nya hp musuh/kita saat diserang/nyerang itu kerasa pas lah, kalau hok ya agak gmn gitu mungkin w aja gk cocok, terus icon item fight in game yg harus direvamp biar gk terlalu jadul dan mudah diingat"
Ptriu Yu,9 Januari 2025,4,"Untuk pertama kali main cukup mengerti dalam memainkan hero-heronya tapi untuk build"" nya masih saya pelajari. Semuanya bagus, dari fitur, grafik, update an yang baru yang memuaskan. Saya suka banget liat skin"" nya yang cantik apalagi efeknya. Untuk saat ini, hanya ini yang bisa saya beri🙏🏻"
Hamada Hamdana,13 Januari 2025,2,"1.Tolong buat toko buat starstone selain Hero dan Arcana 2. Tambahin slot ban di rank 3. Revamp tampilan skin, animasi dari Hero lama di China dan baru di global 4. Buat Tanda/indikator kalau skill tidak bisa dipakai ketika terkena stun atau sebagainya. Terkadang merasa aneh aja ketika pencet skill tapi tidak keluar. 5. Berikan saya skinnya lady Zhen epic North mountain 😅 6. Apakah bug tengah map ketika Hero augran terpakai sudah diperbaiki? 7. Ayo Collab dengan anime Isekai (Tensura, Overlord)"
Tb ramzi,12 Januari 2025,1,"Minimal kasih tim yang bagus, masa saya ketemu sesama rank yaitu di rank ""master"" main nya kayak orang bodoh, saya yang suka pakai jungler susah nge carry pemain kayak gitu, tolong lah di update lah lagi sistem matchmaking nya tolong ini mah🙏 saya udah males ketemu player bodoh."
GohDRoger,9 Januari 2025,1,"Please dev, matchmaking-nya dibenerin setiap main dapetnya match yg gk seimbang mlu, masa dapet temen setim yang mainnya hampir selalu feeder sementara tim musuh jagonya minta ampun, ditambah jangan lah kasih nyoba hero dirank, minimal kalo pake hero harus naikin mastery ke level 2 agar bisa dipake di ranked match, duit dipake buat benerin game jgn cuma dibuat collab sana sini lol"
David Caniago,7 November 2024,4,"Overall game yg sangat bagus. Kalo boleh ngasih feedback, mungkin minta untuk diimprove dibagian controlnya kak. Saya suka geser untuk ngeliat ke depan pake telunjuk kanan, cuma untuk di HOK belum bisa krn masih patah2 belum semulus ML. Mungkin bs diimprove lg yaa🙏🏻🙏🏻🙏🏻🙏🏻"
Rahman Maulana,13 November 2024,3,"Jaringan masih belum bisa seoptimal moba sebelah, ping hijau dan bagus tapi masih ngelag, gak habis pikir. Apa bedanya ping hijau sama ping kuning kalo sama-sama ngelag, saya sangat mendukung game ini untuk jadi lebih baik kedepannya, perbaiki optimalisasi jaringan, khususnya bagi yang suka berpergian tanpa menggunakan wifi"
Yoga Ari,10 Januari 2025,5,"Akhirnya setelah update, settingan grafis untuk hape kentang kayak saya yang tadinya gabisa di apa apain sekarang udah bisa di setting, bahkan pilihan grafis yang dapat di pilih sampai rata kanan walaupun aku gabakal pakek yang rata kanannya, puas banget pokoknya dari update yang sekarang untuk next update usahain buat settingan grafis bisa di ubah ubah kayak gini aja biar nanti pemain bisa menyesuaikan performa hape sama gameplay waktu main. Terimakasih ya mimin HOK."
Putri Jihan,11 Januari 2025,4,Game nya bagus dan hampir gak ada bug di dalamnya cuma kadang kadang ms. ku naik sendiri padahal aku pakek wfi lo dan wfi ku itu ada di dalam kamar kok tiba-tiba naik sendiri padahal aman aman aja tapi gak papa evennya bagus semua kok ☺
Adzka Hifdzulhaq,9 Januari 2025,5,"Permainan MOBA yang balance, suka dengan sistem draft picknya yang menempatkan player sesuai dengan role-nya sehingga meminimalisir ketidakseimbangan pertandingan seperti lineup yang tidak seimbang dan overall juga memberi kesan yang baik lalu untuk event eventnya menarik semua, saya kira yang perlu di-improve adalah pada saat draft pick lebih baik dibuat dapat menampilkan hero maupun skin pada saat pemilihannya sehingga dapat memberikan pengalaman tersendiri bagi pemain untuk memamerkan skinnya"
meria gy,11 November 2024,1,Untuk naik rank sering dapat tim yang masih belum mengerti lane mereka masing - masing padahal rank mereka lebih tinggi dari aku. Terus untuk share link freebie frenzy ketika salah share malah ke share foto ada barcode dan ketika kita udah refresh otomatis ga bisa share lagi jadinya yang ada di foto fungsinya apa? Bagaimana scan barcode itu? Terus sebelum update versi baru bisa gift pakai token time setelah update malah gift harus pake token top up and leg
Sifa Mulyani,7 Desember 2024,5,"mungkin ini masih perkembangan jadi aku maklumi, overall semuanya sudah bagus,tapi aku saranin revamp hero-hero di hok, karena di loading screen atau gambar nya itu kayak ai kan, jadi pas dilihat heronya beda sama di foto skin/Hero nya,tapi gapapa mungkin masih perkembangan ya, mungkin tahun depan bisa di lihat ulasan ku biar menjadi masukan supaya player lain ga bosen liat Hero di hok♥️♥️♥️"
Lailatul Fitriyah,9 Januari 2025,5,gemnya bagus grafik apalagi bagus bgt banyak skin gratis hero dan event seru yg belum donload cpt donload 😘 tapi ada juga bung sih kalau udah selesai main itu tiba tiba keluar loby gk tau kenapa sih tapi pas itu hasil match nya gk ada udah sering sih kaya gitu tolong di perbaiki bunganya terimakasih 😊
MICHAEL JULIANTO,7 November 2024,1,"Ini moba terbaik untuk meningkatkan stress dengan memberikan tim terbaik untuk menurunkan rank agar kita stress, dengan sistem match making yang sangat adil, di mana kita di harus kan kalah tanpa ada harapan menang karena tim yang di berikan tidak sesuai rank(bermain layak nya bot) , meskipun di laporkan tetap saja pemain bodoh itu tidak mendapat sangsi yang serius. Dan terus dapat tim bodoh selama bermain. Untuk player moba lain yang tertarik dengan game ini, SARAN SAYA JANGAN INSTAL!!!"
Heri Heri,25 Desember 2024,5,"Game nya bagus, cuma ada bug yang dimana pas udah menang kok tiba tiba ke lobi jadinya gak ke save match nya, udah cape cape jir, kalo bisa ilangin bug kek gitu soalnya kalo gitu exp gw juga otomatis gak meningkat dari match itu jadii tolong ilangin bug ini biar gak jadi lawak lagi"
Nobi_ Official,10 Januari 2025,5,"buat developer. ini aku baru coba main gamenya selama 3 hari, dan ya aku suka. tapi aku ada saran nih, season depan tolong di update dari segi ketajaman tampilan hero dan di medan pertempuran, soalnya masih agak buram buat handphone ku yang layarnya super amoled, hihi. kemudian dari segi pemilihan item. dari item aku masih kesulitan untuk memilih atau menggunakan yang cocok. barang kali developer bisa bisa memberikan update juga pada item di season depan. makasih"
Senrin Akane,14 Januari 2025,2,"Skin boleh bnyk yg gratis, tp tolong lah kondisikan pack resourcenya. Masa sekelas Tencent gak bisa bikin rapi. Ya kali tiap login masalah selalu di jaringan yg harus stabil, ini baru login loh blm pas main tiap ketemu hero berskin pasti ping auto merah. Parah parah🫠"
