name,date,star,comment,comment_prep
Jhonatan Harianja,16 Desember 2024,5,Game nya bagus banget ini sih game no 1 MOBA mobile yang gak bisa di saing oleh game MOBA mobile yang lainnya dengan event yang sangat menakjubkan membuat game ini sangat populer di seluruh negara,game bagus banget sih game no 1 moba saing game moba event menakjubkan game populer negara
Rio Afriza,25 Oktober 2024,1,"Game yg dulu asik gak ada drag sist sekarang makin kesini makin banyak Player boot, drag sistem dimana"" Dikasih lawan yg gak seimbang pula.semakin kesini bukanya tambah bagus malah tambah hancur game. Kalok kek gini terus gak ada perubahan liat aja ML bakalan sepi gak ada yg mau main lagi karena isinya boot drag sistem semua percuma juga ngasih skin gratis tapi isinya drag sistem kami cari bintang bukan cari skin dapat drag sistem montotttttt",game asik drag sist kesini player boot drag sistem dimana dikasih lawan seimbang pula.semakin kesini bukanya bagus hancur game kalok kek gini perubahan liat sepi main isinya boot drag sistem ngasih skin gratis isinya drag sistem cari bintang cari skin drag sistem montotttttt
David Richardo,3 Desember 2024,1,SOLO PLAYER SAMPAI MYTIC IMMORTAL PASTI PAHAM KALAU Semua Akun kita 99% lawannya AI alias Bot makanya Hero di tim lawan selalu di setting hebat-hebat sementara di tim kita semuanya coklat dan cuma saya sendiri yg MVP.. capek berjuang kalau ujung2nya DEFEAT.. bukan sekali dua kali tapi sudah ribuan kali..nampak kali settingan nya.. pantas saja peminatnya sudah sepi. Game sebelah lebih enak ngasih banyak skin dan Hero dan tidak terlalu di persulit seperti di game moba yang satu ini.,solo player mytic immortal paham akun 99 lawannya ai alias bot hero tim lawan setting hebat hebat tim coklat mvp .. capek berjuang ujung2nya defeat .. kali ribuan kali .. nampak kali settingan .. peminatnya sepi game sebelah enak ngasih skin hero persulit game moba
Farhan Mubarok,26 November 2024,3,"gw kasi b3 dulu soalnya gw kurang puas sama ni game, kemarin gw ketemu tuh ama player baru tapi udah mytic aja padahal match baru puluhan, dan karna gw males setim atau ditim lawan ada new player gitu plis moonton bikinin fitur biar kalo di tier tinggi lawannya ya juga tier yang sama kalo tier rendah lawan tier rendah, atau bisa sesuaiin ama matchnya misal kalo match gw ribuan ya setim ama yang matchnya ribuan biar lawan atau tim ga kesusahan ngadepin, kan ml itu 5vs5. plis Moonton jwb",gw kasi b3 gw puas ni game kemarin gw ketemu tuh ama player udah mytic match puluhan karna gw males setim ditim lawan new player gitu plis moonton bikinin fitur biar kalo tier lawannya tier kalo tier rendah lawan tier rendah sesuaiin ama matchnya kalo match gw ribuan setim ama matchnya ribuan biar lawan tim kesusahan ngadepin 5vs5 plis moonton jwb
Alfaruzan,2 Desember 2024,1,"Tolong perbaiki sistem lag nya, maennya dah make wifi+data tetep aja, sinyal ijo di pencet sinyal nya juga ijo tapi pas lagi in game nya itu suka patah patah, kaya lag jaringannya padahal mah di jaringan nya warna ijo tapi giliran main itu patah patah mulu, bukan patah patah hp nya tapi jaringan nya. Tolong di perbaiki Moonton lag nya agar kami player bisa menikmati game nya dengan lancar🙏",tolong perbaiki sistem lag maennya dah make wifi data tetep sinyal ijo pencet sinyal ijo pas in game suka patah patah kaya lag jaringannya mah jaringan warna ijo giliran main patah patah mulu patah patah hp jaringan tolong perbaiki moonton lag player menikmati game lancar
Jerikho Rumaketty,11 Oktober 2024,5,"Moonton tolong diperbaiki mode offline-nya dong terlebih mode AI. Biar di semua hp bisa dibuka moonton. Dan semua Hero ditampilkan dan bisa milih bebas, terus lawan computernya pun harus bisa menguasai roll-nya masing-masing junglernya pun harus bisa farming. Biar disaat kita tidak punya kuota kita bisa latihan moonton 🙏🙏",moonton tolong diperbaiki mode offline mode ai biar hp dibuka moonton hero ditampilkan milih bebas lawan computernya menguasai roll junglernya farming biar disaat kuota latihan moonton
Renzzz,9 Desember 2024,5,Gemenya bagus buat dimainin tapi sedikit saran buat di jaringannya padahal jaringan disini masih bagus dan lancar tapi pas main dapat ping merah dan mengganggu saat bermain,gemenya bagus dimainin saran jaringannya jaringan bagus lancar pas main ping merah mengganggu bermain
Fariz Alfarizki,9 November 2024,2,"Untuk gameplay dan grafik sudah bagus,bahkan bisa di bilang sangat bagus tetapi ada satu hal yaitu ketidakadilan di dalam game ini,yaitu kedua tim tidak seimbang,lawan terlalu kuat, tolongg perbaiki please",gameplay grafik bagus bilang bagus ketidakadilan game tim seimbang lawan kuat tolongg perbaiki please
Riyadl Barizi,28 November 2024,1,"Game rusak bikin emosi, benerin napa, setiap main dapat tim draksistem t0101 tapi dapat musuh kek penjoki dunia anjg, pindah game aja kalau gini, main game pou aja enak",game rusak bikin emosi benerin napa main tim draksistem t0101 musuh kek penjoki dunia anjg pindah game gini main game pou enak
Tahta Sadewa Bagaskara Sangadji,21 September 2024,5,"Moonton game ini merupakan game terbaik sepanjang masa. Tetapi ada bug yang membuat saya bingung sinyal saya bagus tidak pernah jelek tapi tiba-tiba keluar/error tiba-tiba saya kena pelanggaran yang sangat berat. Moonton ada bug franco yang mungkin bagi player lain itu menguntungkan, tapi mohon diperbaiki karena bug franco itu bisa menyebabkan hooknya panjang melewati 2 turret dan menyebabkan hooknya menjadi 2 yang bisa menarik musuhnya 2 sekaligus. Itu saja, semangat Moonton sukses selalu🤗🤗🤗",moonton game game terbaik bug bingung sinyal bagus jelek error kena pelanggaran berat moonton bug franco player menguntungkan mohon diperbaiki bug franco menyebabkan hooknya melewati 2 turret menyebabkan hooknya 2 menarik musuhnya 2 semangat moonton sukses
Rafly Mahardika,25 November 2024,3,Tolong untuk moonton baru main langsung dikasi lawan yang gak seimbang trus bug jaringan bagus tapi ngeleg untuk update nanti di perbaiki lagi Bug bug biar semua pemain nyaman,tolong moonton main langsung dikasi lawan seimbang trus bug jaringan bagus ngeleg update perbaiki bug bug biar pemain nyaman
Farel Putra maulana,12 November 2024,5,"Woiii admin,,plisss lahh gw udah lama main ini.tolong ya kalau kasih tim itu yang sewajarnya jangan kasih tim yang beban sedangkan musuhnya kayak penjoki😡😡padahal mau naik ke rank selanjutnya selalu gitu dikasih tim aneh plisss lah moonton🙏🙏gw udah support lu udah lama.aku kasih bintang lima karena aku sangat suka dengan mlbb. Tolong ya admin plisss 🙏🙏🙏🙏🙏 Semoga dibaca",woiii admin plisss lahh gw udah main ini.tolong tim sewajarnya tim beban musuhnya kayak penjokipadahal rank gitu dikasih tim aneh plisss moontongw udah support lu udah lama.aku bintang suka mlbb tolong admin plisss semoga dibaca
d setiawan,13 November 2024,1,"Game bagus sih,cuma machmaking yang jelek/buruk doang.Buat developer tolong lahh, buat machmaking yang seimbang.masak gua dapet tim bot Mulu sihhh!!!",game bagus sih machmaking jelek buruk doang.buat developer tolong lahh machmaking seimbang.masak gua dapet tim bot mulu sihhh
Ali dan Diky,16 November 2024,1,"Moonton, sekali aja, jangan buat aku lose treak Mulu, kenapa kalau aku lose treak lagi aku, hapus ml pindah ke HOK, aja lah, biar gak nangis karena tim beban dan musuh pro, kalau di HOK tim nya, adil jadi mendingan lah, ml sekali rank kalah Mulu gak pernah menang, kalau begini terus, mending hapus aja, apk ml mu ya, bosan lihat dark system yg merajalela ini (menangis+pingsan)",moonton lose treak mulu lose treak hapus pindah hok biar nangis tim beban musuh pro hok tim adil mendingan rank kalah mulu menang mending hapus apk mu bosan lihat dark system merajalela menangis pingsan
Tri Widata,23 Oktober 2024,1,"0d pihak moonton kenapa tiba""jaringannya jelek pas lagi pushrank nah padahal jaringannya g ada masalah normal terhubung buka aplikasi lain normal nah sedangkan mobile legend g bisa masuk tiba""offline padahal jaringannya terhubung ntar pas masuk lagi kena hukuman udah 2 kali gagal login dan g bisa masuk permainan gara""kebanyakan update parah",0d moonton jaringannya jelek pas pushrank jaringannya g normal terhubung buka aplikasi normal g masuk offline jaringannya terhubung ntar pas masuk kena hukuman udah 2 kali gagal login g masuk permainan gara kebanyakan update parah
Ryan Azyllan,14 Desember 2024,1,"Abis update terakhir gamenya mlah rusak, jaringan ngelag bgt gak kek biasanya, sorry mobile legend, mungkin udh waktunya pensiun, gamenya mlah rusak bukannya makin bner 🙏🙏🙏",abis update gamenya mlah rusak jaringan ngelag bgt kek sorry udh pensiun gamenya mlah rusak bner
Irwan Saputra,16 September 2024,3,Saran ni monton tolong lah buat update berikutnya buatin sistem anti dark sistem. Kita para player mobile sejati ingin bermain game dengan tenang pikiran plong fun. Tapi kenyataannya game nya bikin sakit kepala menang 1 kali kalah nya lebih dari 1 kali kita main serius di gabung Ama yang maen ga serius alias (trol). Dh itu aja semoga di baca,saran ni monton tolong update buatin sistem anti dark sistem player sejati bermain game tenang pikiran plong fun kenyataannya game bikin sakit kepala menang 1 kali kalah 1 kali main serius gabung ama maen serius alias trol dh semoga baca
Via Karisma,14 Desember 2024,5,Gamenya sangat bagus dan grafpicknya nyaman dilihat dan banyak bagi² hadiah gratis pada event² yg sedang berlangsung dan hero²nya kuat²,gamenya bagus grafpicknya nyaman bagi² hadiah gratis event² hero²nya kuat²
Hmm well,11 Desember 2024,4,"Knp 4 bukan 5? Karna banyak buanget anjir bucin di game ini trus kalo org yang high tier nya honor jgn dijadiin musuh kita,ga stabil soalnya match making nya",knp 4 5 karna buanget anjir bucin game trus kalo org high tier jgn dijadiin musuh stabil match making
Cyf Ndi,14 November 2024,1,"Sistem match nya tolong di benerin ketemu nya harus sesuai KDA/WR,itu harus agar Gameplay Adil karna ketika Main solo Saya merasa ini tidak adil karna temen satu tim nya terlalu egois dan bodoh 👎 Game ini sangatburuk karna tidak ada sistem pemilihan role di awal game tidak seperti game MOBA lainya,👎👎bintang 1 karna sistem match nya terlalu payah, Saya bermain 2017sampai sekarang dan merasakan Game ini sangat buruk untuk sistem match&role saya akan berhenti di tahun2024 ini karna saya kecewa.",sistem match tolong benerin ketemu sesuai kda wr gameplay adil karna main solo adil karna temen tim egois bodoh game sangatburuk karna sistem pemilihan role game game moba lainya bintang 1 karna sistem match payah bermain 2017sampai merasakan game buruk sistem match role berhenti tahun2024 karna kecewa
Efri Ganteng,18 November 2024,1,"Oi montoon tolong lah itu bug² di perbaiki, merugikan banget sumpah, setiap event ada aja bugnya, nah sekarang ada event buat top up, tpi setelah top up kok gk jalan misi top upnya? Bug apalagi ini woi montoon, tolong lah di benerin bug2 kayak gitu, merugikan banget",oi montoon tolong bug² perbaiki merugikan banget sumpah event bugnya event top up tpi top up jalan misi top upnya bug woi montoon tolong benerin bug2 kayak gitu merugikan banget
youtubel indo,5 Desember 2024,5,Mlbb adalah tempat membuat ku semngat dalam bermain terkadang daeksistem tidak mengalahkan tekadku untuk naik ke mytic Moonton tolong dong kasih gua skin change agar gua selalu bermain di mlbb.. Skinnya boleh kok yg basic ataupun skin elite,mlbb ku semngat bermain terkadang daeksistem mengalahkan tekadku mytic moonton tolong gua skin change gua bermain mlbb .. skinnya basic skin elite
Daniel God,16 Desember 2024,1,"game ga jelas di kasih tim bot mulu gda yang setara sama musuh nya!!!!!, sistem apa ini hadeuhhh bikin stresss ajaaa !!!!!",game tim bot mulu gda setara musuh sistem hadeuhhh bikin stresss ajaaa
Riswan Khan,25 November 2024,2,Game nya bagus tapi bisa di perbaiki gak sistem nya suka tiba tiba logout gak bisa masuk permainan dan yg paling penting itu drak sistem nya kurangin lah monton itu fitur sangat tidak guna bagi player pemula karena bisa menghancurkan batin orang bisa membuat orang gila karena sistem mu monton jadi tololng hilangin drak sistem nya montonn,game bagus perbaiki sistem suka logout masuk permainan drak sistem kurangin monton fitur player pemula menghancurkan batin orang orang gila sistem mu monton tololng hilangin drak sistem montonn
Sendy Google,2 Desember 2024,5,"To MLBB untuk hero badang kenapa sekarang damage nya kurang banget ya udah lategame ulti nya masih aja nggak sakit, Di tambah defend nya kurang terimakasih.",to mlbb hero badang damage banget udah lategame ulti nggak sakit defend terimakasih
Hendri Wijaya,19 Oktober 2024,1,"Tolong di update lagi ya monton pas ktmu drak sistem bukan nya player nya mikir ini malah ngajak costum. Pas main costum tau"" dia jadi wasit. Gua lawan nya computer. Gua di paus terus co sampe GX bisa main 1hari gara"" kena costum di paus terus. Minimal bisa keluar lah co. Ini MH GX bisa keluar main GX bisa kena paus terus moonton oh moonton😤😤",tolong update monton pas ktmu drak sistem player mikir ngajak costum pas main costum tau wasit gua lawan computer gua paus co sampe gx main 1hari gara kena costum paus minimal co. mh gx main gx kena paus moonton oh moonton
Anggita Kurniasari,25 Agustus 2024,1,"untuk developer tolong perbaiki sistem matchmaking, saya selalu mendapatkan tim yang tidak bisa bermain sementara musuh bisa bermain. saya lelah losetreak, mohon perbaiki lagi sistem matchmaking dan jaringannya, selalu saja tiba-tiba lag.",developer tolong perbaiki sistem matchmaking tim bermain musuh bermain lelah losetreak mohon perbaiki sistem matchmaking jaringannya lag
Sobirin Biren,20 November 2024,1,"Tolong event tiket yg 11.11 Nolan bugnya,,sudah top up tapi ngga bisa klaim tiket,, katanya ada kompensasi tapi 2 aku ngga dapet kompensasi sama sekali",tolong event tiket 11.11 nolan bugnya top up ngga klaim tiket kompensasi 2 ngga dapet kompensasi
Rifki Arifin,8 Oktober 2024,1,Banyak bangett kekurangan dari game ini yang pertama dari jaringannya padahal di tmpt saya kota pusatnya jaringan dan 4G kenapa bisa lag begitu. Yang kedua match nya yg tidak adil pada rekannya saya sering sekali mendapatkan player² baru yang tidak mengerti role dan saya juga pernah mendapatkan player yang rasis Mohon Untuk Moonton Untuk memperbaiki permasalahan ini #GAMEBANYAKDARKSISTEM,bangett kekurangan game jaringannya tmpt kota pusatnya jaringan 4g lag match adil rekannya player² mengerti role player rasis mohon moonton memperbaiki permasalahan gamebanyakdarksistem
B-trx LordGame》,15 Agustus 2024,1,"Makin kesini update makin ngawur. Jaringan makin ga stabil, padahal buat nonton yt lancar walaupun resolusi tinggi. Bukan cuma itu, player solo juga dibikin stress karena sistem pencarian team yang absurd, sering dapat 3 player dengan role yg sama, padahal fitur percepat pencarian ga di gunakan. Bug juga banyak. Moonton, kalian ini dengerin keluh kesah playernya ga si? Udah masuk 10tahun lho ini.",kesini update ngawur jaringan stabil nonton yt lancar resolusi player solo dibikin stress sistem pencarian team absurd 3 player role fitur percepat pencarian bug moonton dengerin keluh kesah playernya si udah masuk 10tahun lho
Clarisa alfi,8 Desember 2024,3,"game nya bagus , minesnya sering ngelag.. apalagi waktu banyak musuh gitu tiba² ngelag jdi mati.. mana di b*c*tin sama tim, jdi tolong diperbaiki. padahal sinyal bagus, memo masih banyak, kuota juga, tpi knp msih ngelag, jdi sy kasih bintang 3 dulu",game bagus minesnya ngelag .. musuh gitu tiba² ngelag jdi mati .. b c tin tim jdi tolong diperbaiki sinyal bagus memo kuota tpi knp msih ngelag jdi sy bintang 3
